교통사고이력ID(사고기록 순서),발생년월일시,주야코드,요일코드,사망자수,부상자수,발생지시도코드,발생지시도코드.1,사고유형대분류코드,사고유형중분류코드,법규위반코드
13696,2014-09-21 19,야간,일,1,1,전남,순천시,차대사람,기타,안전운전 의무 불이행
13697,2014-11-07 14,주간,금,1,1,부산,사상구,차대차,추돌,안전운전 의무 불이행
13698,2014-08-06 22,야간,수,1,2,대구,달서구,차대사람,기타,안전운전 의무 불이행
13699,2014-08-13 03,야간,수,1,1,인천,남구,차대차,측면충돌,신호위반
13700,2014-11-14 18,야간,금,1,1,충남,태안군,차대사람,횡단중,안전운전 의무 불이행
13701,2014-08-26 01,야간,화,1,2,서울,마포구,차대사람,기타,안전운전 의무 불이행
13702,2014-08-07 11,주간,목,1,1,경기,고양시,차대사람,기타,안전운전 의무 불이행
13703,2014-11-29 17,주간,토,1,1,경기,양주시,차량단독,공작물충돌,안전운전 의무 불이행
13704,2014-12-19 19,야간,금,1,1,경북,안동시,차대차,추돌,안전운전 의무 불이행
13705,2014-11-14 22,야간,금,1,5,충남,서산시,차대차,측면충돌,중앙선 침범
13706,2014-08-19 06,주간,화,1,2,서울,강서구,차대사람,기타,안전운전 의무 불이행
13707,2014-11-04 16,주간,화,1,3,경기,용인시,차대차,기타,안전운전 의무 불이행
13708,2014-09-01 14,주간,월,1,1,울산,북구,차대차,기타,기타
13709,2014-09-02 11,주간,화,1,3,제주,제주시,차대차,기타,안전운전 의무 불이행
13710,2014-06-20 22,야간,금,1,1,전북,익산시,차대사람,횡단중,안전운전 의무 불이행
13711,2014-09-03 01,야간,수,2,7,경기,용인시,차량단독,공작물충돌,과속
13712,2014-11-20 17,주간,목,1,1,부산,동래구,차대사람,횡단중,안전운전 의무 불이행
13713,2014-08-28 15,주간,목,1,1,충북,청주시,차대사람,횡단중,신호위반
13714,2014-09-02 00,야간,화,1,1,울산,북구,차대차,기타,신호위반
13715,2014-12-14 20,야간,일,1,1,경기,안성시,차대사람,횡단중,안전운전 의무 불이행
13716,2014-09-07 17,주간,일,1,1,경북,포항시,차량단독,전도전복,안전운전 의무 불이행
13717,2014-10-09 02,야간,목,1,1,서울,강동구,차대사람,기타,안전운전 의무 불이행
13718,2014-05-27 01,야간,화,1,1,경기,수원시,차량단독,기타,안전운전 의무 불이행
13719,2014-07-01 18,야간,화,1,1,강원,원주시,차대사람,횡단중,보행자 보호의무 위반
13720,2014-06-21 21,야간,토,1,1,전북,익산시,차대사람,기타,안전운전 의무 불이행
13721,2014-08-22 10,주간,금,1,2,제주,제주시,차대차,측면충돌,중앙선 침범
13722,2014-10-18 08,주간,토,1,1,부산,연제구,차대사람,기타,안전운전 의무 불이행
13723,2014-11-23 00,야간,일,1,1,대구,중구,차대차,측면충돌,교차로 통행방법 위반
13724,2014-06-29 04,야간,일,1,1,경기,오산시,차대사람,횡단중,안전운전 의무 불이행
13725,2014-09-23 18,야간,화,1,1,전남,순천시,차대사람,횡단중,안전운전 의무 불이행
13726,2014-12-01 19,야간,월,1,1,경기,양주시,차대차,측면충돌,신호위반
13727,2014-11-02 18,야간,일,1,1,충남,천안시,차대차,기타,안전운전 의무 불이행
13728,2014-07-15 07,주간,화,1,1,경기,의정부시,차대사람,기타,과속
13729,2014-11-12 22,야간,수,1,1,대전,동구,차대사람,횡단중,안전운전 의무 불이행
13730,2014-10-03 14,주간,금,1,1,경남,거제시,차량단독,기타,안전운전 의무 불이행
13731,2014-12-06 19,야간,토,1,1,충북,충주시,차량단독,공작물충돌,안전운전 의무 불이행
13732,2014-10-03 03,야간,금,1,3,서울,관악구,차대차,기타,신호위반
13733,2014-12-27 04,야간,토,1,3,서울,강북구,차대사람,기타,안전운전 의무 불이행
13734,2014-09-13 00,야간,토,1,4,전남,여수시,차대차,기타,안전운전 의무 불이행
13735,2014-12-05 13,주간,금,1,1,경기,이천시,차대차,측면충돌,안전운전 의무 불이행
13736,2014-10-08 10,주간,수,1,1,서울,강남구,차대차,측면충돌,신호위반
13737,2014-12-03 17,주간,수,1,1,경기,양주시,차대사람,횡단중,안전운전 의무 불이행
13738,2014-09-25 04,야간,목,1,1,전남,순천시,차대사람,차도통행중,안전운전 의무 불이행
13739,2014-10-28 01,야간,화,1,1,경북,포항시,차대차,추돌,안전운전 의무 불이행
13740,2014-11-20 09,주간,목,1,1,충남,태안군,차대사람,횡단중,중앙선 침범
13741,2014-05-28 11,주간,수,1,1,경북,구미시,차량단독,공작물충돌,안전운전 의무 불이행
13742,2014-11-25 20,야간,화,1,1,대구,중구,차대사람,횡단중,안전운전 의무 불이행
13743,2014-11-14 18,야간,금,1,1,대전,동구,차대사람,보도통행중,보행자 보호의무 위반
13744,2014-09-15 02,야간,월,1,1,경기,안양시,차대사람,횡단중,안전운전 의무 불이행
13745,2014-11-30 00,야간,일,1,1,경기,성남시,차대차,추돌,안전운전 의무 불이행
13746,2014-12-27 19,야간,토,1,1,경북,안동시,차대차,기타,안전운전 의무 불이행
13747,2014-05-01 19,야간,목,2,7,경기,평택시,차대차,기타,안전운전 의무 불이행
13748,2014-09-20 02,야간,토,1,1,서울,양천구,차량단독,공작물충돌,안전운전 의무 불이행
13749,2014-09-01 08,주간,월,1,1,서울,마포구,차대사람,기타,안전운전 의무 불이행
13750,2014-07-27 21,야간,일,1,1,부산,남구,차대사람,횡단중,안전운전 의무 불이행
13751,2014-09-10 13,주간,수,1,1,대구,서구,차대사람,기타,안전운전 의무 불이행
13752,2014-10-02 18,야간,목,1,1,충북,청주시,차대사람,횡단중,안전운전 의무 불이행
13753,2014-11-13 05,야간,목,1,1,부산,사하구,차대사람,횡단중,안전운전 의무 불이행
13754,2014-10-03 13,주간,금,1,1,충북,청주시,차대차,기타,안전운전 의무 불이행
13755,2014-10-04 05,야간,토,1,1,경기,수원시,차대사람,횡단중,안전운전 의무 불이행
13756,2014-12-08 16,주간,월,1,2,경기,양주시,차대차,정면충돌,신호위반
13757,2014-07-13 04,야간,일,1,1,부산,부산진구,차량단독,공작물충돌,안전운전 의무 불이행
13758,2014-11-07 04,야간,금,1,1,경남,김해시,차대사람,횡단중,과속
13759,2014-11-15 20,야간,토,1,1,부산,사하구,차대사람,길가장자리구역통행중,안전운전 의무 불이행
13760,2014-06-17 04,야간,화,1,1,경기,시흥시,차대사람,횡단중,안전운전 의무 불이행
13761,2014-12-28 04,야간,일,1,1,인천,연수구,차량단독,공작물충돌,안전운전 의무 불이행
13762,2014-07-24 22,야간,목,1,1,경기,성남시,차대차,기타,안전운전 의무 불이행
13763,2014-11-12 18,야간,수,1,1,충남,천안시,차대사람,횡단중,안전운전 의무 불이행
13764,2014-07-31 06,주간,목,1,1,부산,남구,차대차,측면충돌,중앙선 침범
13765,2014-11-20 14,주간,목,1,2,서울,광진구,차대차,측면충돌,기타
13766,2014-07-28 04,야간,월,1,1,전북,군산시,차대사람,횡단중,안전운전 의무 불이행
13767,2014-08-29 19,야간,금,1,1,제주,제주시,차대사람,횡단중,보행자 보호의무 위반
13768,2014-11-21 05,야간,금,1,2,서울,광진구,차대사람,보도통행중,안전운전 의무 불이행
13769,2014-06-09 00,야간,월,1,1,충북,청주시,차대사람,횡단중,신호위반
13770,2014-11-26 07,주간,수,2,7,충남,태안군,차대차,정면충돌,중앙선 침범
13771,2014-09-16 20,야간,화,1,1,강원,춘천시,차대사람,기타,안전운전 의무 불이행
13772,2014-12-29 14,주간,월,1,1,경기,안성시,차대사람,기타,안전운전 의무 불이행
13773,2014-12-30 10,주간,화,1,1,경기,안성시,차대차,기타,교차로 통행방법 위반
13774,2014-10-08 19,야간,수,1,1,충북,청주시,차대사람,기타,안전운전 의무 불이행
13775,2014-09-05 12,주간,금,1,2,경기,화성시,차대차,기타,안전운전 의무 불이행
13776,2014-06-09 15,주간,월,1,2,충북,청주시,차대차,측면충돌,교차로 통행방법 위반
13777,2014-08-11 05,야간,월,1,2,경기,김포시,차대사람,기타,안전운전 의무 불이행
13778,2014-07-04 15,주간,금,1,1,광주,서구,차대사람,기타,안전운전 의무 불이행
13779,2014-06-02 07,주간,월,1,1,경북,구미시,차대차,추돌,기타
13780,2014-07-04 01,야간,금,1,2,서울,송파구,차대사람,기타,과속
13781,2014-11-28 13,주간,금,1,1,충남,태안군,차량단독,공작물충돌,안전운전 의무 불이행
13782,2014-07-29 20,야간,화,1,1,전북,군산시,차대사람,횡단중,보행자 보호의무 위반
13783,2014-07-05 08,주간,토,1,1,광주,서구,차대차,기타,안전운전 의무 불이행
13784,2014-08-13 12,주간,수,1,3,경기,김포시,차대차,기타,안전운전 의무 불이행
13785,2014-12-01 06,주간,월,1,1,대구,북구,차대사람,횡단중,안전운전 의무 불이행
13786,2014-10-11 00,야간,토,1,1,경기,수원시,차대사람,횡단중,안전운전 의무 불이행
13787,2014-09-09 11,주간,화,1,1,충북,청주시,차대사람,횡단중,안전운전 의무 불이행
13788,2014-08-11 12,주간,월,1,1,대구,동구,차대차,기타,안전운전 의무 불이행
13789,2014-09-20 11,주간,토,1,2,대구,서구,차대차,기타,안전운전 의무 불이행
13790,2014-10-06 12,주간,월,1,1,전남,순천시,차량단독,기타,안전운전 의무 불이행
13791,2014-12-01 12,주간,월,1,1,부산,사상구,차대차,추돌,안전운전 의무 불이행
13792,2014-09-25 06,주간,목,1,1,전남,여수시,차대사람,기타,중앙선 침범
13793,2014-10-21 20,야간,화,1,1,경기,성남시,차대사람,보도통행중,신호위반
13794,2014-12-07 19,야간,일,1,1,서울,동작구,차대사람,횡단중,안전운전 의무 불이행
13795,2014-11-10 20,야간,월,1,1,경북,포항시,차대차,측면충돌,신호위반
13796,2014-10-22 17,주간,수,1,1,경기,성남시,차대사람,차도통행중,안전운전 의무 불이행
13797,2014-11-10 18,야간,월,1,2,경북,포항시,차대차,추돌,안전운전 의무 불이행
13798,2014-10-07 18,야간,화,1,1,서울,서초구,차대사람,횡단중,안전운전 의무 불이행
13799,2014-10-03 03,야간,금,1,1,서울,양천구,차대사람,횡단중,안전운전 의무 불이행
13800,2014-09-25 12,주간,목,1,1,강원,춘천시,차량단독,공작물충돌,안전운전 의무 불이행
13801,2014-08-26 00,야간,화,2,2,충남,천안시,차대사람,기타,안전운전 의무 불이행
13802,2014-09-26 19,야간,금,1,1,대구,서구,차대사람,횡단중,안전운전 의무 불이행
13803,2014-09-09 21,야간,화,1,1,대구,북구,차대사람,보도통행중,안전운전 의무 불이행
13804,2014-12-26 11,주간,금,1,1,대구,남구,차대사람,횡단중,안전운전 의무 불이행
13805,2014-08-12 01,야간,화,1,1,서울,영등포구,차대사람,횡단중,안전운전 의무 불이행
13806,2014-08-26 23,야간,화,1,1,서울,동대문구,차량단독,공작물충돌,안전운전 의무 불이행
13807,2014-09-21 04,야간,일,1,1,울산,중구,차대차,측면충돌,신호위반
13808,2014-12-16 11,주간,화,1,1,부산,동래구,차대사람,기타,안전운전 의무 불이행
13809,2014-10-01 18,야간,수,1,1,전남,여수시,차대사람,기타,안전운전 의무 불이행
13810,2014-12-11 04,야간,목,1,1,충남,서산시,차량단독,공작물충돌,안전운전 의무 불이행
13811,2014-10-19 06,주간,일,1,1,충북,청주시,차량단독,공작물충돌,안전운전 의무 불이행
13812,2014-08-27 10,주간,수,1,2,경기,고양시,차대차,추돌,안전운전 의무 불이행
13813,2014-08-11 15,주간,월,1,2,인천,서구,차대차,추돌,안전운전 의무 불이행
13814,2014-09-10 07,주간,수,1,1,서울,강서구,차량단독,공작물충돌,안전운전 의무 불이행
13815,2014-09-24 19,야간,수,1,1,경기,광주시,차량단독,공작물충돌,안전운전 의무 불이행
13816,2014-12-14 11,주간,일,1,1,충남,태안군,차량단독,공작물충돌,안전운전 의무 불이행
13817,2014-12-19 06,주간,금,1,1,부산,금정구,차대사람,기타,안전운전 의무 불이행
13818,2014-09-25 14,주간,목,1,2,제주,제주시,차대차,기타,안전운전 의무 불이행
13819,2014-07-16 13,주간,수,1,1,강원,원주시,차대사람,기타,안전운전 의무 불이행
13820,2014-07-13 10,주간,일,1,1,경기,오산시,차대차,측면충돌,신호위반
13821,2014-07-27 15,주간,일,1,3,경기,용인시,차대차,측면충돌,중앙선 침범
13822,2014-10-26 16,주간,일,1,1,서울,관악구,차대사람,기타,보행자 보호의무 위반
13823,2014-09-17 22,야간,수,1,1,서울,마포구,차대사람,횡단중,안전운전 의무 불이행
13824,2014-09-11 19,야간,목,1,1,서울,강서구,차대차,측면충돌,안전운전 의무 불이행
13825,2014-10-17 06,주간,금,1,1,전남,순천시,차대사람,기타,안전운전 의무 불이행
13826,2014-09-19 23,야간,금,1,1,경기,화성시,차대사람,보도통행중,보행자 보호의무 위반
13827,2014-07-24 11,주간,목,1,1,전북,전주시,차대차,측면충돌,안전운전 의무 불이행
13828,2014-07-20 07,주간,일,1,2,광주,광산구,차대차,추돌,안전거리 미확보
13829,2014-09-26 07,주간,금,1,1,울산,북구,차대차,측면충돌,기타
13830,2014-06-25 20,야간,수,1,1,경기,남양주시,차대차,기타,안전운전 의무 불이행
13831,2014-09-28 18,야간,일,1,3,경기,광주시,차대차,정면충돌,중앙선 침범
13832,2014-07-12 18,야간,토,1,8,전북,익산시,차대차,측면충돌,중앙선 침범
13833,2014-09-30 16,주간,화,1,3,울산,남구,차대사람,길가장자리구역통행중,안전운전 의무 불이행
13834,2014-12-02 18,야간,화,1,1,충남,천안시,차대사람,횡단중,보행자 보호의무 위반
13835,2014-11-05 11,주간,수,1,1,서울,강동구,차대사람,길가장자리구역통행중,안전운전 의무 불이행
13836,2014-08-12 21,야간,화,1,1,전북,군산시,차량단독,공작물충돌,안전운전 의무 불이행
13837,2014-10-07 18,야간,화,1,1,강원,춘천시,차대사람,횡단중,안전운전 의무 불이행
13838,2014-09-22 21,야간,월,1,1,경기,화성시,차대사람,길가장자리구역통행중,안전운전 의무 불이행
13839,2014-07-14 07,주간,월,1,1,전북,익산시,차대차,측면충돌,안전운전 의무 불이행
13840,2014-09-22 22,야간,월,1,1,서울,마포구,차대차,기타,안전운전 의무 불이행
13841,2014-12-24 10,주간,수,1,1,부산,동래구,차대사람,기타,안전운전 의무 불이행
13842,2014-10-14 10,주간,화,1,1,서울,양천구,차대사람,횡단중,안전운전 의무 불이행
13843,2014-10-26 09,주간,일,1,1,경남,양산시,차량단독,공작물충돌,안전운전 의무 불이행
13844,2014-09-16 00,야간,화,1,1,제주,제주시,차량단독,공작물충돌,안전운전 의무 불이행
13845,2014-12-09 09,주간,화,1,1,대전,동구,차대사람,횡단중,보행자 보호의무 위반
13846,2014-09-23 21,야간,화,1,1,경기,화성시,차대사람,기타,안전운전 의무 불이행
13847,2014-07-14 22,야간,월,1,1,전북,익산시,차량단독,공작물충돌,안전운전 의무 불이행
13848,2014-12-24 20,야간,수,1,1,충남,서산시,차대사람,길가장자리구역통행중,안전운전 의무 불이행
