교통사고이력ID(사고기록 순서),발생년월일시,주야코드,요일코드,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도코드,발생지시도코드,사고유형대분류코드,사고유형중분류코드,사고유형코드,법규위반코드,도로형태대분류코드,도로로형태코드
6465,2013-11-12 11,주간,화,1,1,0,0,0,경남,하동군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근
6466,2013-10-29 10,주간,화,1,1,0,0,0,경남,남해군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
6467,2013-08-08 17,주간,목,1,2,0,1,0,전남,고흥군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
6468,2013-05-12 16,주간,일,1,4,0,3,0,전북,남원시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
6469,2013-06-04 12,주간,화,1,1,0,0,0,경북,상주시,차대사람,횡단중,횡단중,과속,단일로,기타단일로
6470,2013-10-01 11,주간,화,1,1,0,0,0,충남,금산군,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근
6471,2013-02-11 19,야간,월,1,3,0,2,0,경기,성남시,차대차,기타,기타,중앙선 침범,교차로,교차로부근
6472,2013-02-11 09,주간,월,1,1,0,0,0,서울,노원구,차량단독,주정차차량 충돌,주정차차량 충돌,안전운전 의무 불이행,단일로,기타단일로
6473,2013-09-10 16,주간,화,1,1,0,0,0,전남,영광군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
6474,2013-11-12 10,주간,화,1,2,1,0,0,경북,청도군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
6475,2013-02-02 23,야간,토,1,2,0,1,0,서울,동대문구,차대차,추돌,진행중 추돌,신호위반,교차로,교차로내
6476,2013-08-24 06,주간,토,1,1,0,0,0,경남,고성군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내
6477,2013-04-13 12,주간,토,1,22,13,8,0,경기,평택시,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로
6478,2013-02-01 19,야간,금,1,2,0,1,0,제주,제주시,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로부근
6479,2013-05-29 02,야간,수,1,1,0,0,0,경기,안양시,차대차,추돌,진행중 추돌,안전거리 미확보,단일로,기타단일로
6480,2013-02-18 22,야간,월,1,1,0,0,0,경기,성남시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
6481,2013-06-07 15,주간,금,1,1,0,0,0,경북,영주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6482,2013-08-08 06,주간,목,1,1,0,0,0,전북,고창군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
6483,2013-08-08 18,야간,목,1,1,0,0,0,전남,고흥군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6484,2013-02-13 22,야간,수,1,2,0,1,0,경기,안양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근
6485,2013-06-08 16,주간,토,1,11,7,3,0,경북,성주군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
6486,2013-09-03 19,야간,화,1,1,0,0,0,충남,부여군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
6487,2013-03-01 07,주간,금,1,1,0,0,0,경기,안성시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근
6488,2013-02-09 08,주간,토,1,1,0,0,0,경기,광주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6489,2013-10-22 13,주간,화,1,1,0,0,0,전남,장성군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내
6490,2013-03-17 00,야간,일,1,1,0,0,0,서울,성북구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
6491,2013-08-06 04,야간,화,1,1,0,0,0,경남,창녕군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6492,2013-03-06 08,주간,수,1,2,1,0,0,경남,창원시(통합),차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로
6493,2013-07-17 22,야간,수,1,1,0,0,0,경남,밀양시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
6494,2013-12-12 17,주간,목,1,3,2,0,0,강원,고성군,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
6495,2013-03-16 05,야간,토,1,2,1,0,0,대전,대덕구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
6496,2013-02-02 20,야간,토,1,1,0,0,0,경북,경주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내
6497,2013-05-14 20,야간,화,1,1,0,0,0,충남,홍성군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
6498,2013-04-29 22,야간,월,1,1,0,0,0,전남,나주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
6499,2013-02-08 03,야간,금,1,1,0,0,0,경기,화성시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
6500,2013-02-05 10,주간,화,1,1,0,0,0,경북,경산시,차대차,기타,기타,기타,교차로,교차로내
6501,2013-05-05 21,야간,일,1,1,0,0,0,충북,음성군,차대차,기타,기타,중앙선 침범,단일로,기타단일로
6502,2013-04-29 23,야간,월,1,1,0,0,0,강원,홍천군,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명
6503,2013-08-29 05,야간,목,1,3,1,1,0,충남,공주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6504,2013-08-02 15,주간,금,1,5,2,2,0,충북,옥천군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6505,2013-03-04 13,주간,월,1,3,1,1,0,경기,포천시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근
6506,2013-02-13 05,야간,수,1,1,0,0,0,제주,제주시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6507,2013-08-26 14,주간,월,1,1,0,0,0,충북,옥천군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근
6508,2013-09-14 05,야간,토,1,2,0,1,0,충북,보은군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,교량위
6509,2013-11-14 17,주간,목,1,3,0,2,0,강원,횡성군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근
6510,2013-12-21 06,주간,토,1,1,0,0,0,강원,고성군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
6511,2013-11-01 10,주간,금,1,1,0,0,0,경북,의성군,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로
6512,2013-07-27 21,야간,토,1,1,0,0,0,전남,무안군,차대사람,횡단중,횡단중,기타,단일로,기타단일로
6513,2013-02-10 08,주간,일,1,1,0,0,0,경기,광주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
6514,2013-05-01 19,야간,수,1,1,0,0,0,서울,은평구,차대사람,기타,기타,안전운전 의무 불이행,단일로,횡단보도상
6515,2013-09-02 00,야간,월,1,2,0,1,0,전남,장흥군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
6516,2013-10-14 20,야간,월,1,1,0,0,0,충남,금산군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6517,2013-03-04 02,야간,월,1,1,0,0,0,경남,진주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
6518,2013-03-05 21,야간,화,1,1,0,0,0,경남,창원시(통합),차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6519,2013-05-04 14,주간,토,1,1,0,0,0,강원,홍천군,차대차,기타,기타,중앙선 침범,단일로,기타단일로
6520,2013-06-20 22,야간,목,1,1,0,0,0,전북,부안군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로
6521,2013-05-30 16,주간,목,1,2,1,0,0,충북,진천군,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내
6522,2013-08-29 19,야간,목,1,1,0,0,0,충북,옥천군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
6523,2013-05-12 21,야간,일,1,1,0,0,0,경북,상주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
6524,2013-02-09 22,야간,토,1,5,2,2,0,전남,여수시,차량단독,전도전복,전도전복,안전운전 의무 불이행,교차로,교차로부근
6525,2013-03-04 14,주간,월,1,1,0,0,0,경기,양주시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6526,2013-09-08 16,주간,일,2,2,0,0,0,경남,고성군,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내
6527,2013-11-21 04,야간,목,1,2,0,1,0,경남,창녕군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
6528,2013-12-31 13,주간,화,1,2,1,0,0,경남,합천군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
6529,2013-03-28 06,주간,목,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
6530,2013-07-27 12,주간,토,1,1,0,0,0,충북,괴산군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내
6531,2013-03-09 00,야간,토,1,2,1,0,0,경남,창원시(통합),차대차,추돌,진행중 추돌,중앙선 침범,단일로,기타단일로
6532,2013-03-05 10,주간,화,1,1,0,0,0,부산,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근
6533,2013-11-29 19,야간,금,1,1,0,0,0,경북,청도군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
6534,2013-02-08 12,주간,금,1,1,0,0,0,울산,중구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6535,2013-02-25 20,야간,월,1,2,0,1,0,경기,이천시,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로내
6536,2013-04-30 20,야간,화,1,1,0,0,0,경기,동두천시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6537,2013-06-18 04,야간,화,1,1,0,0,0,대구,동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6538,2013-02-14 20,야간,목,1,1,0,0,0,제주,제주시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
6539,2013-08-30 19,야간,금,1,1,0,0,0,전남,강진군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
6540,2013-02-06 07,주간,수,1,1,0,0,0,전남,목포시,차대사람,횡단중,횡단중,과속,단일로,기타단일로
6541,2013-08-04 12,주간,일,1,1,0,0,0,전남,무안군,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,교량위
6542,2013-02-19 00,야간,화,1,1,0,0,0,경북,포항시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
6543,2013-10-19 18,야간,토,1,1,0,0,0,인천,강화군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
6544,2013-10-22 18,야간,화,1,1,0,0,0,충남,금산군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6545,2013-01-22 21,야간,화,1,1,0,0,0,경기,평택시,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,교차로,교차로부근
6546,2013-02-22 00,야간,금,1,1,0,0,0,부산,금정구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근
6547,2013-03-07 20,야간,목,1,1,0,0,0,경남,창원시(통합),차대사람,보도통행중,보도통행중,신호위반,교차로,교차로부근
6548,2013-11-13 21,야간,수,1,1,0,0,0,강원,평창군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,교량위
6549,2013-06-24 06,주간,월,1,2,0,1,0,경북,문경시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내
6550,2013-07-01 15,주간,월,1,2,0,1,0,전남,해남군,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로
6551,2013-06-21 03,야간,금,1,1,0,0,0,대구,수성구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로
6552,2013-04-09 21,야간,화,1,2,0,1,0,경기,여주시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
6553,2013-08-22 10,주간,목,1,1,0,0,0,경북,울진군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6554,2013-09-02 19,야간,월,1,1,0,0,0,전남,강진군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
6555,2013-03-11 05,야간,월,1,1,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,횡단보도상
6556,2013-12-08 01,야간,일,1,1,0,0,0,경북,청도군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,기타/불명,기타/불명
6557,2013-02-11 12,주간,월,1,1,0,0,0,전남,여수시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
6558,2013-03-10 23,야간,일,2,5,3,0,0,경기,포천시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로
6559,2013-05-28 23,야간,화,3,4,1,0,0,전남,영암군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근
6560,2013-03-30 23,야간,토,1,1,0,0,0,경남,사천시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로
6561,2013-11-30 18,야간,토,1,1,0,0,0,경남,남해군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
6562,2013-01-30 06,주간,수,1,1,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로
6563,2013-05-17 00,야간,금,1,1,0,0,0,경기,양평군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
6564,2013-02-15 22,야간,금,1,1,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로
6565,2013-12-11 22,야간,수,1,1,0,0,0,경남,창녕군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
6566,2013-09-24 21,야간,화,1,1,0,0,0,충남,부여군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
6567,2013-12-02 19,야간,월,1,1,0,0,0,강원,횡성군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로
6568,2013-08-01 08,주간,목,1,2,1,0,0,부산,금정구,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로
6569,2013-01-28 06,주간,월,1,1,0,0,0,전북,전주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로
6570,2013-12-04 19,야간,수,1,1,0,0,0,강원,횡성군,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내
6571,2013-02-22 19,야간,금,1,1,0,0,0,전남,순천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,교량위
6572,2013-10-01 14,주간,화,1,3,0,2,0,경기,광주시,차대차,추돌,진행중 추돌,안전거리 미확보,단일로,기타단일로
6573,2013-04-11 10,주간,목,2,9,1,6,0,경북,김천시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로
6574,2013-06-28 17,주간,금,1,4,3,0,0,경북,문경시,차대차,측면충돌,측면충돌,기타,교차로,교차로내
6575,2013-03-06 12,주간,수,1,1,0,0,0,경기,안성시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로
